Competency,Question,Answer,Topics,Level Of Questions
Salesforce,"Our organization is setting up a service cloud and wants you to set up security setting into that, how would you achieve it?","By test logging with different roles and profiles into the org.
Secondly, we need to make sure that each usser can see, create and edit information as needed, that the fields are in right order and all critical fields are required.",Service Cloud,Medium
Salesforce,Suppose Yash Technologies want to implement Omni-Channel within Service Cloud for our representatives. What will be the first step you would perform in order to configure Omni-Channel? How would you enable Omni-Channel (Follow-up question)?,"The first step would be to 'Enable Omni Channel'.
Ans to follow-up question: To enable omni-channel-
Go to Service setup and open Omni-Channel Settings and click on Enable Omni-Channel checkbox.",Service Cloud,Medium
Salesforce,"Our organization has recently set up an email-to-case channel for customers to submit cases. However, we are having trouble tracking and relating email responses to the related Salesforce case. Can you recommend something to address this issue?","To track the emails responses, insert a reference Thread ID in the email subject template.",Service Cloud,Medium
Salesforce,"Can you tell me the release categories under which any releases fall? Can you tell me something about patch, minor and major release (follow-up question)?","The categories are - 
•	Patch 
•	Minor 
•	Major 

Patch - It consists of bug fixes and simple changes including reports, dashboard, list views and email templates.

Minor - It includes changes with limited impact, such as a new workflow rules or trigger impacting a single business process. These releases typically require testing. Typically, a minor release fall in weekly manner.

Major - Changes with significant impact, including changes with one or more dependencies. Typically require testing. Typically, a major release fall in monthly manner",Service Cloud,Medium
Salesforce,Suppose our organization will be adding new Cases at a rate of 3-4 million per year and wants to maintain performance over time. What techniques would you recommended for this?,You need to create a data retention plan that archives or purges cases at regular intervals and optimize queries to reduce the scope of Cases included with each search.,Service Cloud,Medium
Salesforce,Suppose that the Service Manager in our organization manages three teams. Each team provides support for a specific product. Agents have concerns about seeing search results for other products when searching the Knowledge Base. The Service Manager originally provided the teams with full access to all articles. Which solution would you recommend to ensure each team sees only the relevant article type for their product?,The Service Manager should create a data category for each product and assign them to each team based on their product specialization.,Service Cloud,Hard
Salesforce,Our organiation wants to provide a more consistent service experience to its customers and is evaluating the Service Cloud macro feature. Which configurations in your opinion must be made before we can deploy macros?,"
Case Feed must be enabled.
Publisher Actions used in the macros must be on the page layout.
The Macros widget or utility must be added to the console.",Service Cloud,Hard
Salesforce,Our organization's support management team has noticed an increase in wait times over the last several months when customers call in for support. What will be your recommendations to help decrease customer wait times?,"I would recommend to -
Set up a Salesforce Customer Community that will allow customers to create cases online.
Create reports to analyze call data in order to understand peak times and ensure adequate staffing.",Service Cloud,Hard
Salesforce,"Suddenly the support calls for our 'Tier 1 Support Call Center' has an increase in the call volume on a new product line. In addition, the Tier 1 Agents are having trouble resolving issues and have been escalating to Tier 2 for support. What solution would you recommend to reduce the call volumes and escalations?",I would recommend creating Knowledge Articles and publish internally and publicly.,Service Cloud,Hard
Salesforce,What is Skill-based routing? How would you set-up skill based-routing (follow-up question)?,"Skills-based routing lets your contact center route work to the best agent for the job, so that customer work items are assigned to the agent who is best able to solve the issue.
To set-up skill-based routing, go to:
Service setup
enter Omni-Channel in the Quick Find box, then select Omni-Channel Settings.
Select Enable Skills-Based Routing, then click Save.
Enter Omni-Channel in the Quick Find box, then select Skills.
Click New.
Enter a name for the skill
then adds Skills as a related list to the Service Resource object.
From Setup, select Object Manager.
Enter Service Resource in the Quick Find box and select Service Resource.
Select Page Layouts then select Service Resource Layout to edit it.
Click Related Lists and drag Skills onto the page layout.
Click Save",Service Cloud,Easy
Salesforce,If you have a condition where you have to import articles from existing Salesforce Classic Knowledge to Lightning Knowledge. Which tool you’ll use for it?,Lightning Knowledge Migration Tool.,Service Cloud,Hard
Salesforce,If you have a condition where you have to import articles from a different Knowledge base. Which tool you’ll use for it?,Knowledge import tool.,Service Cloud,Hard
Salesforce,How do you manage articles that should only be shared with some audiences?,"1. Set a channel on an article to define the audience.
2. If needed, restrict individual fields to protect sensitive data.
3. Restrict specific categories of articles for specific profiles with data categories.",Service Cloud,Hard
Salesforce,How can the most effective articles be identified?,The number of times an article is attached to a case that solves an issue.,Service Cloud,Hard
Salesforce,Agents in CA need to see regulation information for CA but not for the rest of the country (restricted) - how can this be accomplished?,Set Data Category visibility on profiles.,Service Cloud,Hard
Salesforce,How can search-ability be enhanced?,"1. Identify synonyms for search terms, such as linking and attaching.
2. Have search results highlight snippets of article text that match the search term.
3. Show a specific article first when a certain term is used.",Service Cloud,Hard
Salesforce,Editing articles requires clicking separately on the Question and then the Answer. How can you make this quicker for article edits and creation?,"In Knowledge Settings, check Enable automatic loading of rich-text editor when editing an article.",Service Cloud,Hard
Salesforce,How can you enable agents to email articles that only include relevant details?,Object Manager/Knowledge/Communication Channel Mappings - create a mapping by record type that sets which channels and which fields,Service Cloud,Medium
Salesforce,What are the 5 stages of the lifecycle of a Knowledge article?,"The stages of the lifecycle of Knowledge article are – 
•	Create - Authors create articles by selecting an article type, writing content, assigning categories, and choosing one or more channels. Depending on the article type, several fields may be available for different types of data. Articles can be created within the context of resolving a case or in the Article Management tab.
•	Publish - The articles created in the draft state, are (can be) sent for approval. once approved they are published. Article Managers or individuals having “Manage Article” permissions can edit, assign, and publish articles. Articles can be published immediately or scheduled to be published in the future.
•	Update - If you’re editing a published article or translation, choose whether to leave it published while you work on a draft copy, or whether to remove the original article from publication and work on it directly. If you work on a copy, publishing the copy replaces the last published version of the article. If you work on the original article, it is unavailable in the channels until you republish it.
•	Archive – Archiving removes published articles and translations that are obsolete so they no longer display to agents and customers on your organization's Salesforce Knowledge channels. You can archive published articles and translations on the Article Management tab. You can choose to archive either real-time (now) or schedule the archival.
•	Articles you're archiving now move directly to the Archived Articles view. Articles you scheduled for archiving later continue to display on the Published Articles view, now with the pending icon. Hover over the icon to see the archive date. On the archive date, the article automatically moves to the Archived Articles view.
•	Delete - You can delete articles and translations on the Article Management tab or the detail page of the article or translation. Deleting permanently removes articles from the knowledge base.",Service Cloud,Easy
Salesforce,Steps to Migrate Knowledge Article Data.,"1. Prepare article for import.
2. Create a .CSV file for article import.
3. Specify article import parameters.
4. Create article .zip file for import. 
5. Import using Import Articles Wizard.",Service Cloud,Medium
Salesforce,Limitations to migrate Knowledge Article Data.,"Limitations:
•	The .zip file can’t exceed 20 MB and the individual, uncompressed, files within the zip file can’t exceed 10 MB.
•	.csv files can’t have more than 10,000 rows, including the header row. Therefore, you can have a maximum of 9,999 articles and translations.
•	.csv file rows can’t exceed 400,000 characters.
•	.csv file cells can’t exceed 32 KB.
•	Each article in the .csv file can’t have more than 49 translations.
•	While importing data into rich text area field
     o	Images must be .png, .gif, or .jpeg files.
     o	Each image file can’t exceed 1 MB.
     o	.html files can’t exceed the maximum size for their field.
     o	If a date doesn’t match the date format specified in the property file, the related article isn’t imported.
     o	If an .html file references a file that isn’t allowed, the related article isn’t imported.
     o	If an .html file references an image that’s missing, the related article is imported without the image.
•	In a file field each file must not exceed 5 MB.
•	When importing articles with translations and associated channels, only the master article retains the channels. The article translations have no associated channels upon import.
•	The article importer does not support subfields. If you have fields within fields, adjust your structure and content before importing into Salesforce Knowledge.
",Service Cloud,Medium
Salesforce,Define Salesforce Knowledge.,"Salesforce Knowledge base is built from knowledge articles, which are documents of information. Articles can include information on process, like how to reset your product to its defaults, or frequently asked questions, like how much storage your product supports.
Experienced service agents and internal writers write the articles. The articles are then published and can be used internally or externally in a range of channels. You can publish articles in customer and partner communities and public websites or share articles in social posts and emails. Control where and what information is published or shared based on the article page layouts, user profiles, actions, and other settings.",Service Cloud,Easy
Salesforce,Approach to manage Knowledge Adoption.,"Salesforce Knowledge Adoption:
•	Increase the usage of Knowledge articles by improving the quality and expanding high-demand knowledge areas
•	Integrate Knowledge articles with Case Management, such as attaching articles to case, creating article based on case solution, etc.
•	Make sure that Knowledge Articles are consistent and easier to read
•	Motivate support reps to increase the number and quality of articles
•	Measure adoption with reports and dashboards
•	Improve accessibility of Knowledge articles with Knowledge Component (Salesforce Lightning) or Knowledge One widget (Salesforce Classic Knowledge)
•	Promote accuracy and relevance by enabling Suggested Articles in Knowledge Settings
•	Train support reps on article creation, search and some other basic operations related to it",Service Cloud,Hard
Salesforce,Approach to manage Knowledge Maintenance.,"Salesforce Knowledge Maintenance:
•	Optimize search results with keywords using Promote Search Term
•	Improve article search experience with Synonym Groups
•	Configure global search to include lightning knowledge fields in search results and filter options
•	Use reports and dashboards to identify helpful articles
•	Assign Knowledge users to review and maintain articles in Knowledge base
•	Create an approval process to review articles
•	Implement an article feedback process by utilizing rating votes and chatter to exchange comments on articles
•	Add articles from existing knowledge base by importing zip file containing csv file for the record type, properties file, html files and images referenced in html files.
•	Make sure all the articles are always up-to-date by establishing a change management plan.",Service Cloud,Hard
Salesforce,Salesforce Knowledge is being used to record organizational procedures. Finance procedures should only be available to finance users. How can this be achieved?,Data Category Visibility,Service Cloud,Medium
Salesforce,What is a Case and which scenario it is used?,"•	A logged issue or problem 
•	Cases usage:
•	Manually entered from a phone call or an email.
•	Automatically create Case from an email: (Email to- Case).
•	Automatically captured: Web site (Web-to-Case).
•	Assigned either manually or automatically via Assignment Rules.
•	Associated to Contacts and Accounts.",Service Cloud,Easy
Salesforce,What is a Case Queue?,"•	A virtual storage bin that can be used to group cases based on criteria such as skill requirements, product categories, customer types, or service levels.
•	Users have visibility into the Case Queues to which they are members
Cases remain in the Queue until they are assigned to or taken by individual users.",Service Cloud,Easy
Salesforce,What are Auto-Response Rules?,Determines which Email Template to send to cases generated via Web-to-Case Contains Rule Entries that determine criteria for determining Email Template response content.,Service Cloud,Easy
Salesforce,What is milestone?,"•	A required step in your entitlement process. Milestones are metrics that represent service levels to provide to each of your customers. 
•	Examples of milestones include First Response and Resolution Time on cases.",Service Cloud,Easy
Salesforce,What are Business Hours?,"•	Set the organization’s hours of operation
•	Escalation Rule uses to determine when to escalate a Case
•	Include business hours in multiple time zones.
•	Associate cases with specific time zones
•	Escalate cases according to specific time zones",Service Cloud,Easy
Salesforce,How do you enable Einstein bots in service now cloud?,"•	From Setup, in the Quick Find box, enter Einstein Bots, and then select Einstein Bots.
•	In the Settings area:
   o	To enable Einstein Bots, click the enable bots toggerler.
   o	To store chat transcripts, including customer data, in the Event Log, select Store Einstein Bots conversation data.
   o	To provide your customers with a persistent menu of options for interacting with your Einstein Bot, select Enable Einstein Bots Options Menu.
",Service Cloud,Medium
Salesforce,List the options available in org-wide sharing model for an object when using cases?,"•	Public Read/Write/Transfer
   o	Users can view and take ownership of records from any queue.
•	Public Read/Write or Public Read Only
   o	Users can view any queue but only take ownership of records from queues of which they are a member or, depending on sharing settings.
   o	If they are higher in the role or territory hierarchy than a queue member.
•	Private
   o	Users can only view and accept records from queues of which they are a member or, depending on sharing settings.
   o	If they are higher in the role or territory hierarchy than a queue member.",Service Cloud,Medium
Salesforce,How do we change the ownership of one case in service cloud?,"•	To transfer a single case, you own or have read/write privileges to, click Change next to the Case Owner field on the case detail page, and specify a user, partner user, or queue. 
•	Make sure that the new owner has the “Read” permission on cases. The Change link displays only on the detail page, not the edit page.
•	In Group, Professional, Enterprise, Unlimited, Performance, and Developer Edition organizations, check the Send Notification Email box to automatically send an email to the new case owner.",Service Cloud,Medium
Salesforce,How many ways can we open docker composer on case record?,"•	In the email composer toolbar, by clicking the popout-to-docked view icon.
•	In an email in the case feed, by clicking Reply, Reply All, or Forward in the actions menu.",Service Cloud,Medium
Salesforce,What is the flow of social service customer (Twitter)?,"•	In this setup flow, we walk you through:
  o	Enabling Social Studio
  o	Authenticating your Twitter account
  o	Authorizing Salesforce to use your account
  o	Selecting the users who can access cases created from your Twitter account",Service Cloud,Medium
Salesforce,List the four phases of web chats related to service cloud?,"o	Chat Console
o	Omni-Channel
o	Embedded Service
o	Einstein Bots.",Service Cloud,Medium
Salesforce,Are case assignment rules supported in lightning community?,"•	Case assignment rules are not supported in Lightning community cases made using the Create Case Form, Create Record Button, or Contact Support & Ask Button components.
•	You can assign community users with a Partner Community license to a case queue.",Service Cloud,Hard
Salesforce,How does suggested articles helps in service cloud?,"Suggested articles help knowledge base users solve cases quickly. When a new case is saved, the search engine automatically looks for articles that have keywords in common with the admin-selected case fields",Service Cloud,Hard
Salesforce,How do we determine whether a customer is entitled to support in service cloud?,"•	Create an entitlement that entitles account A to phone support
•	A contact calls support with a question
•	Support agent looks if it is active phone support entitlement
•	Then agent answers the question and if needed creates a case.",Service Cloud,Hard
Salesforce,What is the use of entitlement template?,"•	Predefined terms of customer support that can be quickly added to products in Salesforce.
•	For example, you can create entitlement templates for phone or web support so users can easily add entitlements to products purchased by customers.",Service Cloud,Hard
Salesforce,What are the considerations when adding report chart to console component?,"Below are the considerations like
The report is shared with chatter group
The report chart needs to be added to page layout
And The report contains chart.",Service Cloud,Medium
Salesforce,Organization wants to help customers resolve issues by browsing knowledge articles and submit case if they need more information. What is recommended for this requirement?,Enable chat in customer community,Service Cloud,Medium
Salesforce,What are Macros in Lightning?,"Earlier prior to Winter 18 we do not have macros in Lightning Experience but now it is available and Macros provide the power to automate common repetitive tasks and resolve issues efficiently so your agents can spend more time doing what they do best: focusing on customer success. With macros in Lightning Experience, you can add the macro utility to your org’s Lightning Console Apps, such as Service Console, and give agents the tools to quickly resolve customer service issues. Agents can send a customer email and update a case status with a single click.",Service Cloud,Easy
Salesforce,Organization needs to invoke a process on an external system (NOT in Salesforce) whenever cases are created or updated by contact center agents. It does NOT want to use any customized code to accomplish this. Which solution should you recommend for this scenario?,Workflow driven outbound messaging,Service Cloud,Hard
Salesforce,"Customer Support Agents are frustrated with how they interact with their current case management solution and have asked for a more streamlined way to manage and view cases. Which solution will improve productivity and allow the Agents to quickly create and view notes, log calls, update cases and communicate with customers?",We need to add visualforce page to Case layout,Service Cloud,Hard
Salesforce,What is Field Service?,"Field service management helpful in numerous industries, particularly those that employ mobile workers or contractors. That includes public utilities and transportation, vending machine services, telecommunications, waste management, financial services, retail, professional services, manufacturing, child care, and so much more.
Coordinating field operations—including scheduling service appointments, dispatching mobile workers and equipment, and tracking vehicle locations, product stock, and appointment status—is nearly impossible without an automated system. ",Service Cloud,Easy
Salesforce,"Tier 1 Support Call Center has realized an increase in call volume on a new product line. In addition, the Tier 1 Agents are having trouble resolving issues and have been escalating to Tier 2 for support. What should a Consultant recommend to reduce the call volumes and escalations?",Create Knowledge Articles and publish internally and publicly.,Service Cloud,Hard
Salesforce,"Organization regularly has issues with customers that need complex, hands-on technical support with high-priority issues in hard -to -visit places. What should be recommend for reliable real-time support to customers with these restrictions?",SOS Video chat,Service Cloud,Medium
Salesforce,Who Are the Field Service Players?,"
Administrator: Sets up field service features according to their unique business needs. This includes installing the Field Service managed package and Field Service mobile app.
Agent: Takes customer service calls and requests field service appointments via work orders, which list the skills and parts that are needed.
Dispatcher: Assigns and manages the service appointments. The dispatcher console included in the managed package helps dispatchers schedule, optimize, and dispatch service appointments from one screen.
Mobile Worker or Technician: Manages their service appointments. Their tasks include closing work orders, tracking the parts they used, and providing service reports.",Service Cloud,Medium
Salesforce,Organization wants customers to have the ability to log cases with structured data and route based on Urgency and Product Line. How should we accomplish this?,Omni channel with prioritized queues,Service Cloud,Medium
Salesforce,What should be considered to increase Contact Center Agent productivity?,We need to enable templates for written responses and employ surveys to confirm customer satisfaction,Service Cloud,Easy
Salesforce,"Business unit has been using Service Cloud for several years. While migrating to another business unit to the platform, a System Administrator incorrectly imported 200,000 case records, which created significant data corruption to existing records. The most recent data backup available is more than 90 days old. What should be recommended in this scenario?",We need to Log a Data Recovery case with Salesforce Support.,Service Cloud,Hard
Salesforce,Organization Contact Center has Customer Support Agents who speak Spanish and wants all cases where Spanish is the preferred language to be handled by these agents in real time. It allows customers to contact agents through phone and chat. What solution should be implemented to support this?,Omni- channel,Service Cloud,Medium
Salesforce,How we can validate conditionally Require Description When Case Reason is “Other”?,"AND( ISPICKVAL( Reason, ""Other"" ), ISBLANK(Other_Reason__c) )",Service Cloud,Medium
Salesforce,How to validate Case Origin cannot be edited once a Case has been created?,"
ISCHANGED (Origin)
&&
NOT( ISNEW() )",Service Cloud,Medium
Salesforce,We receives support requests through a variety of email addresses and web forms for different parts of the business. Which combination of features will ensure cases are handled most efficiently by the appropriate representatives?," Case Assignment Rules, Queues, Public Groups, Omni -Channel",Service Cloud,Medium
Salesforce,what are the main buckets of contact center metrics?,"ACD (automated call distributor)
CTI (computer telephony integration)
IVR (interactive voice response)",Service Cloud,Medium
Salesforce,what metric is the number of calls made by a customer to resolve a case?,Call Resolution.,Service Cloud,Easy
Salesforce,what are appropriate reporting solutions for call resolution?,"Create a custom summary report based on the report type tasks and events to show a list of contacts, cases and related call info. And Group the report by contacts to see the number of calls made by each customer.",Service Cloud,Medium
Salesforce,What is Call Containment?,This metric shows the number of customers who complete their tasks in the IVR (interactive voice response) without transferring to an agent.,Service Cloud,Hard
Salesforce,what are reporting solutions for call containment?,"We use a third party solution from the app exchange that supports IVR and retrieves data related to customer interaction with the IVR. In salesforce a report can be created with IVR usage info on contacts whose calls are not transferred to an agent. Alternatively, data can be moved from IVR system to a central data warehouse where it is consolidated with the rest of the data from other systems for reporting using analytics software.",Service Cloud,Easy
Salesforce,What is call abandonment?,This metric is the number of customers who hang up or get disconnected before being transferred to an agent or completing their task.,Service Cloud,Easy
Salesforce,what are some reporting solutions for misrouted calls?,We create a custom summary report on tasks and events with call info and include a custom checkbox field on the task object that denotes whether a call was route to a wrong agent. We group the report by assigned support rep and sort in in descending order to view the agents who are handling most of the misrouted calls.,Service Cloud,Medium
Salesforce,what reporting solutions help to look at call volume?,"We create a customer report based on the standard report: ""My calls today"". We also customize the report so that it shows ""all activities"" and change the date range according to requirements. We group the report by assigned support rep to view call volume handled by different agents.",Service Cloud,Medium
Salesforce,what are some phone interaction channel use cases?,"The customer has an urgent question and issue or problem and would like to talk to an agent to resolve. Second, the customer requires a guided walkthrough for troubleshooting an issue.",Service Cloud,Easy
Salesforce,what infrastructure is required with on-demand email to case and email to case?,For email to case: email server is required and with on demand email to case: no infrastructure is required.,Service Cloud,Hard
Salesforce,What are the best practices for mobile channel configuration?,"The omni channel and sos widgets should be added to the console after setting up sos. The URL salesforceliveagent.com should be whitelisted in the ""whitelist domain"" field of the service console app to make sure that calls aren't blocked by the company's firewall.",Service Cloud,Medium
Salesforce,What license and permission does an agent need in order to use live agent?,"The agent requires the ""live agent user"" feature license as well as the ""api enabled"" administrative permission enabled for their profile in order to use live agent.",Service Cloud,Hard
Salesforce,What are the best practices for social media channel configuration?,"While Facebook and twitter accounts can be synced with the free start pack, a social studio account should be created to sync with Instagram. The case feed tracking for all related objects should be enabled to create case fed items from social posts.",Service Cloud,Medium
Salesforce,What are the use cases for video chat channel?,Customer requires personalized experience via video chat for time-sensitive or urgent issue. The customer also requires in-app guidance with screen sharing and annotations for an issue with high complexity.,Service Cloud,Hard
Salesforce,What are some use cases for web interaction via web forms?,Customer has a problem and submits a case via form.,Service Cloud,Hard
Salesforce,Do you know what all ceremonies that happen in agile? ,"Scrum defines four events (sometimes called ceremonies) that occur inside each Sprint: Sprint Planning, Daily Scrum, Sprint Review, and Sprint Retrospective ",Domain,Hard
Salesforce,What is the process of SAP master Data Management? ,"Master data management (MDM) involves creating a single master record for all critical business data from across internal and external data sources and applications. This information becomes a consistent, reliable source for an organization ",Domain,Medium
Salesforce,What is financial service cloud?,"Salesforce financial service cloud lets bankers, insurers and advisors build trust by unifying the customer experience to grow their business and deepen the customer relationships. You can view cases and financial goals, manage policies and track documents to create single source of truth for your customers.",Domain,Medium
Salesforce,Financial cloud is available in which edition?,"Financial Services Cloud is available in Professional, Enterprise, and Unlimited editions.",Domain,Medium
Salesforce,Why is Einstein Analytics used for in Salesforce? What kind of data visualizations can be made using Einstein Analytics?,"Salesforce Einstein Analytics is a cloud-based platform for linking data from various sources, creating immersive views of that information and sharing those views in apps.
With custom query and dashboard design, Salesforce Einstein Analytics provides you with a detailed view of options to look over, such as line graphs, bar diagrams, charts, scatter plot, treemap, funnel, origami, and many more.",Domain,Medium
Salesforce,What is tableau CRM?,Tableau CRM (formerly Einstein Analytics) empowers your Salesforce CRM users with actionable insights and AI-driven analytics right in their workflow.,Domain,Medium
Salesforce,Mention some updates brought by the Winter’21 release.,"·       As of Winter ’21, in order for a lightning component to successfully communicate with an Apex method, the user must have the appropriate Apex class enabled on their profile or a permission set.
·       Flow components can now receive parameters with the SObject and SObject[] data types, allowing us to work with any object type in a single component.
·       Custom notifications are also available in Apex code.",Domain,Medium
Salesforce,"On account object we have a picklist contains 3 values open closed and pending and in ur user object there is a custom field named Closed Account, you are a user in salesforce associated with 3 accounts A1, A2 and A3. Now go to Account A1 and make your Account as close your value on user should increase with 1, then go to Account A2 and make it as close your value on user should increase with 1, and now the value in field should be 2. Whether you will go with configuration or customization, how will you design your code? "," If Candidate replied that he will write a trigger and justify the trigger correctly, which is the solution for it we can ask the next dependent question. Otherwise then can say we can do it via Flow/Process builder. ",Scenario,Hard
Salesforce,"Dependent question: Do you face any error in the above solution, if you will use trigger? "," If candidate tell yes, Mixed DML they will face it means he have knowledge on this. Otherwise ask the next question. ",Scenario,Hard
Salesforce,"I have two object one is class and one is student they both are mapped with M-d, my requirement is to make sure no one can able to insert more than 10 student in a class.  "," Create a rollup summary field which count the child record, right a validation rule on child and check if new record is inserted and Count Field >= 10 throw the error. ",Scenario,Medium
Salesforce,"P1 P2 P3 process, I want to execute it in sequence, what should be the best option to control the sequence. ","User can ask this P1,P2,P3 is a batch or process builder, we have to say it can be anything,  
let’s consider it as batch so how will you mentain the Sequence? 
answer should be we can batch P2 from finish of P1, and P3 from finish of P2 
",Scenario,Easy
Salesforce,Dependent question: what you will do if it is a process Builder? ,Answer should be Its not a best practice to create multiple process on Same object We can create multiple Action under one process in this way sequence will be maintained.  ,Scenario,Hard
Salesforce,Dependent question: I am still want to create 3 different process Is there any way to maintain the sequence? ,"Answer should be: Yes, We can create a custom Field on object By Default we can populate P1 in it, in P1 process Builder we need to check If Field = P1 Than only execute Process P1, and from P1 we have to update Field value as P2, and in the same manner we can check if Field = P2, repeat the same for P3. ",Scenario,Hard
Salesforce,"We have an opportunity record, in that opportunity have one field called closed date, I want a process where my requirement is to create a clone of opportunity 14 days before close date. ", we can do this via process builder ,Scenario,Easy
Salesforce,Dependent Questions: What if I want to send an email notification too while creating opportunity in previous question? , we can do this via process builder ,Scenario,Easy
Salesforce,"I have a User, who will leave the organization tomorrow. He is basically a manager and there are 15 users below him. Now when this user leaves the organization, I would generally inactivate the User. But now my concern is if I inactivate this user What happens to assignment rules, Approval processes, the records created by him and records to which he is the default owner like leads and cases? What would be best possible solution to keep this application intact and running and yet have this user deactivated? "," To prevent users from logging into your organization while you perform the steps to deactivate them, you can freeze user accounts. So, in this way until you find ways to remove this User from assignment rules/update the Owner of the records created by him/from any place where this user is used, we can make use of FREEZE button on the user record.",Scenario,Medium
Salesforce,Give one example where you will use a trigger instead of a workflow? ,Workflow allows us to perform certain operation on only one object but if we required performing operations/tasks/updates on multiple objects then we use trigger instead of workflows. ,Scenario,Medium
Salesforce,If the OWD for account object is private then is it possible to access the account record by other users apart from the owner? ,"1. All the people above the role hierarchy, they can access the records. 
2. By using sharing rules, we can share those records to other users. 
3. Account Team members they can access these records ",Scenario,Easy
Salesforce,"What the record criteria meets for a time dependent workflow email has submitted in queue which will trigger the email in one month later somebody modified the record which won't meet the time dependent workflow rule criteria, what will happen? ","Email won't be triggered since workflow criteria is not satisfied for the record, salesforce will remove the action to send the email from the queue. ",Scenario,Medium
Salesforce,If one object in Salesforce have 2 triggers which runs “before insert”. Is there any way to control the sequence of execution of these triggers? ,Salesforce.com has documented that trigger sequence cannot be predefined. As a best practice create one trigger per object and use comment blocks to separate different logic blocks. By having all logic in one trigger you may also be able to optimize on your SOQL queries. ,Scenario,Hard
Salesforce,"How to restrict the user to see any record, let’s say opportunity? ","set up opportunity sharing to be private. If both users are admins or have view all records on opportunity, then that overrides private sharing. ",Scenario,Medium
Salesforce,I have a profile by name ‘ProvideReadAccess’ and two users U1 and U2 assigned to it. And I have object X. My Question is I want to have ReadWrite access for U1 and ReadOnly access for U2 for the object X. How do I do this? , Read Access for both users is common hence in the Profile settings give ‘Read’ access for the object ‘X’. By doing this User U2 will be able to read all the records( One condition satisfied) but U1 will also be able to only read the records(Second condition not satisfied). So next what do we do is we create a permission set say ‘GrantWriteAccess’ and in this permission set we give the object ‘X’ the Write access and assign the user U1 to this permission set.(2nd condition satisfied). ,Scenario,Medium
Salesforce,"I have two workflow Rules and two fields F1 and F2. Whenever F1 is updated to value= 10, WF1 fires and updates F1 value to 20 and F2 value to 30. Whenever F1 values= 20 there is another Workflow WF2 fires which will update F1 to 10 and F2 to 20. What will be the outcome of this Workflow rule? "," This scenario will cause recursive Workflow rule, and this will exhaust the governor limit and result in error ",Scenario,Hard
Salesforce,How do you show the image without using static resource in community?,Users can make use of the Rich Text Area field for this. In the html file of the LWC Component use the tag <lightning-formatted-rich-text></lightning-formatted-rich-text> and place the name of the rich text are field within the tags.,Communities,Hard
Salesforce,What is the disadvantage of showing image as a static resource in community?,"·       Limited file size allowed (5 MB each and total upto 250 MB)
·       If used in LWC component it should be imported everytime.
·       If used in LWC component it should be imported everytime.
·       Any update in file, we must follow the whole procedure of uploading and importing all over again.",Communities,Medium
Salesforce,What is a Salesforce community? How do you configure a Salesforce community?,"For your staff, clients and partners to connect, communities are branded spaces. To meet your business needs, you can customise and build communities, then move seamlessly between them.

Follow the steps to enable the Salesforce community:
Setup -> Community Settings -> Enable Communities -> Suggest a unique domain name-> Check Availability -> Save -> OK

Follow the steps to setup new community:
Setup -> All Communities -> New Community -> Choose a community template -> Get Started -> Enter community name and URL -> Click Create",Communities,Easy
Salesforce,Can we give guest user View All access in community? How can a guest user have View All access in community? ,"No. From Winter 20 release the View All and Modify All checkboxes are removed from the public profile. No due to security issue it cannot be done. 
Ref. - https://help.Salesforce.com/articleView?id=networks_guest_policies_timelines.htm&type=5 ",Communities,Hard
Salesforce,A community guest user profile is available in the profiles? ,No. It can be only accessible from community only. ,Communities,Medium
Salesforce,Setup path so that only specific profiles and permission sets can login to community portal?,"From setup -> community -> Workspace -> Administration -> Select Members option, here you can choose profiles and permission sets which can login to community portal.",Communities,Easy
Salesforce,How lwc component will be available for use in lightning community?,"In XML file of LWC bundle we need to include 
<target>lightningCommunity__Page</target>
Under <targets></targets> along with <isExposed>true</isExposed> to avail the LWC component for use in lightning community.",Communities,Easy
Salesforce,What is lightning community why do we use it?,"Community Cloud is a combination of Website, portal and Social
Website – Websites are used to engage with customers
Portal– It is business data and processes showcasing to end users
Social– It is social collaboration i.e., peer to peer engagement or service agent helping customers and partners to get deals.
For example, you could create a customer support community to reduce support costs, or you could have a community dedicated to an upcoming event.",Communities,Easy
Salesforce,How many types of community are there in Salesforce?,Internal Community and External community,Communities,Easy
Salesforce,Why we use page variation?,"It allow you to display different pages in your community based on the audience profile, location, or record type",Communities,Easy
Salesforce,What is view mode?,"View mode is to visualize that how your community will look in Mobile, Tablet and Desktop.",Communities,Easy
Salesforce,Why we use Preview in lightning community?,Preview is to visualize current changes in community.,Communities,Easy
Salesforce,What is the process to add a component in lightning community?,"After deploying component to org, drag and drop the component in community page then click on Publish. ",Communities,Easy
Salesforce,"If we want to restrict file size to upload in community, how can we do that?","From setup -> community -> Workspace -> Administration -> Preferences -> Files
Here we can set maximum file size upload limit.",Communities,Easy
Salesforce,"If we want to restrict file type to upload in community, how can we do that? ","From setup -> community -> Workspace -> Administration -> Preferences -> Files
Here we can set file types which supports to upload in community.",Communities,Easy
Salesforce,Who is guest user in community?,"Anyone who can use application but not included in the users list of the system is consider as guest user. They have no password, no session browsing and no API access.",Communities,Easy
Salesforce,Why do we use self registration in community?,"The Self-Registration component lets external user to set up their accounts so that admin don’t have to add each one manually. Users put their information into the form fields, and when they click Sign Up, an account is created for them. This component has a basic set of fields that you can customize, and admin can add more fields.",Communities,Easy
